IID,predict,actual,pheno_num
HG01589,-1.77781,2.216189,1
HG02654,-1.02519,1.41038,1
HG02685,0.444231,0.647468,1
HG02691,-1.24059,-0.538419,1
HG02731,0.027408,-0.124243,1
HG02734,-0.16221,1.186779,1
HG02736,-0.136159,-0.372146,1
HG02774,1.20839,0.681055,1
HG02783,-0.859726,0.904904,1
HG02784,-0.479173,-0.582728,1
HG03006,-1.3569,-0.314758,1
HG03009,-0.306765,-0.222532,1
HG03016,2.26931,-0.413278,1
HG03021,0.032891,-0.131075,1
HG03490,-2.26049,1.802975,1
HG03603,-1.26136,0.732118,1
HG03611,-2.92769,0.323708,1
HG03619,-1.05101,0.924496,1
HG03629,-2.52708,0.498577,1
HG03643,-0.680402,0.164443,1
HG03645,-1.88844,1.253602,1
HG03649,-2.90592,0.424988,1
HG03653,-0.891777,-0.187074,1
HG03673,-2.178,0.127739,1
HG03681,-2.1414,0.00023,1
HG03691,0.275539,0.007282,1
HG03718,-1.84686,-0.005776,1
HG03744,1.12026,1.702534,1
HG03746,-0.495592,-0.076115,1
HG03750,-1.04906,0.792158,1
HG03756,-2.16083,-0.868767,1
HG03774,-0.069312,0.25338,1
HG03781,-2.06866,0.191847,1
HG03787,-1.84169,0.548273,1
HG03802,-0.994274,-0.07292,1
HG03821,-0.70306,-1.47619,1
HG03823,-1.26998,0.401095,1
HG03830,-0.533028,0.691827,1
HG03851,-1.0229,-0.254114,1
HG03861,-1.92492,-0.86069,1
HG03866,-2.41605,-0.912132,1
HG03869,0.1192,1.677718,1
HG03897,-0.792336,1.599704,1
HG03910,-2.31574,0.455216,1
HG03940,-1.30207,-0.528627,1
HG03941,-0.044135,-0.062372,1
HG03943,0.261098,0.63192,1
HG03978,-3.71011,-0.757048,1
HG03999,-1.56309,0.269338,1
HG04001,0.319013,-0.922986,1
HG04017,-2.29818,0.48939,1
HG04020,-0.526626,0.635534,1
HG04025,-1.54649,0.659431,1
HG04035,-2.0903,0.673047,1
HG04047,-2.08561,-0.379293,1
HG04059,-0.624255,2.061694,1
HG04061,1.03668,2.097009,1
HG04100,-4.01986,-0.251798,1
HG04131,-3.77239,-0.336019,1
HG04156,0.404746,0.484479,1
HG04162,-2.4912,-0.131978,1
HG04183,-0.913243,0.74386,1
HG04211,-1.354,0.780638,1
HG04238,0.723464,1.055561,1
NA20845,1.75333,2.421574,1
NA20854,0.093732,-0.502137,1
NA20856,0.172596,1.453855,1
NA20869,-0.554201,-0.595553,1
NA20870,-1.57094,0.272827,1
NA20878,0.188458,0.618486,1
NA20885,-2.06684,-0.679607,1
NA20899,-1.98029,-1.451322,1
NA20900,0.526253,2.253768,1
NA20901,-0.706173,1.2667,1
NA20903,-2.786,-0.578839,1
NA20910,-1.00535,0.981927,1
NA21086,-2.70486,-0.139413,1
NA21091,-0.826282,0.554155,1
NA21092,-1.54406,0.09088,1
NA21094,-2.0313,0.38952,1
NA21113,-2.11277,0.150433,1
HG01589,0.287452,0.585008,2
HG02654,-14.4583,-0.234352,2
HG02685,-5.60248,-0.859766,2
HG02691,-3.35463,-0.472085,2
HG02731,-11.8098,-0.215677,2
HG02734,-4.37447,-0.021627,2
HG02736,-2.69109,-0.810453,2
HG02774,-10.0883,0.222355,2
HG02783,-5.27438,1.000649,2
HG02784,-9.16541,-0.292736,2
HG03006,-8.3503,-0.675657,2
HG03009,-9.30232,-1.944802,2
HG03016,-12.5484,1.546236,2
HG03021,-12.8436,0.104357,2
HG03490,-10.1699,-0.116511,2
HG03603,-2.86317,-0.066563,2
HG03611,-4.36604,2.042757,2
HG03619,-4.17237,0.484376,2
HG03629,-7.51158,-0.822795,2
HG03643,-7.35798,-1.163271,2
HG03645,-6.3261,-0.841499,2
HG03649,-6.89729,0.072867,2
HG03653,-2.14817,-0.07776,2
HG03673,-7.48533,-0.612319,2
HG03681,-13.8134,-0.60716,2
HG03691,-10.3001,-0.09541,2
HG03718,-8.4605,-1.058104,2
HG03744,-9.62896,0.255874,2
HG03746,-11.9283,-1.426134,2
HG03750,-1.32909,0.418175,2
HG03756,-0.43286,-1.159387,2
HG03774,-18.1561,-0.804208,2
HG03781,-8.79966,-1.380499,2
HG03787,-0.639343,0.650228,2
HG03802,-3.09751,2.197479,2
HG03821,-3.52092,1.565486,2
HG03823,-8.25293,-0.246092,2
HG03830,-11.6815,-0.350803,2
HG03851,-8.42402,-0.913936,2
HG03861,-12.2437,0.705506,2
HG03866,2.8627,0.545894,2
HG03869,-4.2215,-1.593176,2
HG03897,-8.88954,0.143816,2
HG03910,-5.49829,-0.098604,2
HG03940,-15.5395,-0.53161,2
HG03941,-7.00465,-0.255277,2
HG03943,-7.77383,-0.563922,2
HG03978,-1.24434,0.038086,2
HG03999,-3.63652,-0.098736,2
HG04001,-3.24144,-0.409339,2
HG04017,-17.1923,0.18955,2
HG04020,-11.0074,-0.051802,2
HG04025,-13.446,-0.440613,2
HG04035,-11.7702,-0.369437,2
HG04047,-6.25512,-0.763538,2
HG04059,-9.39825,-0.000102,2
HG04061,-11.1897,-1.19545,2
HG04100,-11.079,-0.695168,2
HG04131,-11.0802,-1.669501,2
HG04156,-5.63525,-0.485966,2
HG04162,-8.62029,-1.323545,2
HG04183,-8.60758,-0.131619,2
HG04211,2.38897,0.26231,2
HG04238,-6.0231,0.093725,2
NA20845,1.52241,0.642068,2
NA20854,-6.23774,-0.603015,2
NA20856,6.49882,0.947937,2
NA20869,4.56315,-0.881633,2
NA20870,-10.4839,-0.841024,2
NA20878,-5.60126,-0.076546,2
NA20885,-6.36837,-1.286746,2
NA20899,3.15456,-0.369126,2
NA20900,5.61522,0.994064,2
NA20901,-13.7224,-0.519398,2
NA20903,-7.79386,0.172306,2
NA20910,-2.88564,0.262587,2
NA21086,1.22067,-0.417358,2
NA21091,-0.403027,-0.364535,2
NA21092,-6.14543,-0.333591,2
NA21094,-4.3402,-0.244772,2
NA21113,-3.77011,1.281901,2
HG01589,0.924822,2.65801,3
HG02654,0.167338,-1.163429,3
HG02685,-0.181201,0.064932,3
HG02691,0.0,-0.689453,3
HG02731,0.377899,-0.045222,3
HG02734,1.16626,0.391108,3
HG02736,0.167338,-1.477272,3
HG02774,0.0,-0.328413,3
HG02783,0.0,-0.880521,3
HG02784,-0.348539,0.55126,3
HG03006,-0.150155,0.233863,3
HG03009,0.619339,-0.356148,3
HG03016,0.0,-0.063359,3
HG03021,0.167338,0.910511,3
HG03490,-0.697078,-2.432799,3
HG03603,0.198384,0.94962,3
HG03611,0.167338,-0.043078,3
HG03619,0.452001,0.863963,3
HG03629,0.0,0.137633,3
HG03643,1.16626,1.512549,3
HG03645,0.967878,1.379729,3
HG03649,0.452001,-2.084092,3
HG03653,-0.348539,-0.684597,3
HG03673,1.17844,0.567086,3
HG03681,0.726438,0.784236,3
HG03691,0.167338,-0.302419,3
HG03718,0.0,-1.610072,3
HG03744,0.167338,-0.532698,3
HG03746,-0.348539,-0.774448,3
HG03750,0.0,-1.637648,3
HG03756,0.0,-1.489599,3
HG03774,1.0628,-1.04062,3
HG03781,0.80054,-1.587575,3
HG03787,0.452001,1.133974,3
HG03802,0.377899,1.460328,3
HG03821,0.0,-0.492374,3
HG03823,-0.348539,0.452046,3
HG03830,-0.697078,0.022479,3
HG03851,-0.697078,-0.051026,3
HG03861,0.167338,0.436768,3
HG03866,0.0,-0.063228,3
HG03869,0.683215,0.237682,3
HG03897,1.16626,1.814614,3
HG03910,-0.181201,0.121823,3
HG03940,0.198384,1.524723,3
HG03941,0.515877,-0.896184,3
HG03943,0.167338,-0.371193,3
HG03978,-0.348539,0.154814,3
HG03999,-0.348539,-1.265934,3
HG04001,0.167338,0.878205,3
