population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EUR,-1,0.9,10,1,0.9325891168590227,0.07098009569209551,0.17406404959215035
EUR,-1,0.9,10,2,0.8543855207516047,0.7172728381132184,0.7920699635281935
EUR,-1,0.9,10,3,0.9332135240206038,0.32133652800530826,0.46793138201439705
EUR,-1,0.9,10,4,0.9200667029327915,0.14679214971581342,0.028656966405193884
EUR,-1,0.9,10,5,0.9330774909891856,0.7199509714253903,0.6042101649446848
EUR,-1,0.9,10,6,0.9025071289963311,0.17019822059187084,0.018491922707332516
EUR,-1,0.9,10,7,0.9258174774206321,0.31149867180475854,0.577452991068471
EUR,-1,0.9,10,8,0.9090830047113099,0.18893007701435852,0.2557410860575274
EUR,-1,0.9,10,9,0.9212472652770598,0.6190972322419481,0.44168486540569973
EUR,-1,0.9,10,10,0.8689000054187913,0.7992662763256173,0.7583445487435249
EUR,-1,0.9,10,11,0.9111823292402302,0.2281136607353556,0.21356865963930077
EUR,-1,0.9,10,12,0.9087025768795302,0.6175849407814878,0.4429179242242414
EUR,-1,0.9,10,13,0.9183116983846045,0.6376141614897146,0.7015765072386706
EUR,-1,0.9,10,14,0.937321446170178,0.7762291439833291,0.817841887317006
EUR,-1,0.9,10,15,0.9143809558607771,0.11998489532688601,0.007767954730293815
EUR,-1,0.9,10,16,0.9109849317462545,0.5805919784078754,0.6608556840453407
EUR,-1,0.9,10,17,0.9172935982077322,0.2950069777086964,0.3202090402612054
EUR,-1,0.9,10,18,0.9087881347374297,0.588309320200609,0.5500464055942442
EUR,-1,0.9,10,19,0.9242054708605454,0.7033174701538008,0.6597983315212067
EUR,-1,0.9,10,20,0.8828694187913444,0.008208122236103964,0.010975600146202136
