population/superpopulation,power,her,num_causals,pheno_num,train,val,test
AFR,-0.25,0.1,250,1,0.9192596471601917,0.05075749995740895,0.03489432655126436
AFR,-0.25,0.1,250,2,0.940818093325343,0.02710199295359196,0.018248189829212422
AFR,-0.25,0.1,250,3,0.9192699782245138,0.03346219170681745,0.02956438548549849
AFR,-0.25,0.1,250,4,0.9107497081064251,0.05033930618488768,0.0031205496716929684
AFR,-0.25,0.1,250,5,0.9140063989679853,0.12870256716863332,0.07776965617364867
AFR,-0.25,0.1,250,6,0.92486906105132,0.05986180606553569,0.0007205013576344437
AFR,-0.25,0.1,250,7,0.9390378690439843,0.15588879574595932,0.06498568683795239
AFR,-0.25,0.1,250,8,0.9176348776103501,0.004475140189946258,9.809830137842416e-05
AFR,-0.25,0.1,250,9,0.9255026081574731,0.011683909968407074,0.01214164273093315
AFR,-0.25,0.1,250,10,0.9208747759569745,0.0666806797552629,0.006448613150520556
AFR,-0.25,0.1,250,11,0.9171805881274984,0.04453074923022783,0.07424288420449522
AFR,-0.25,0.1,250,12,0.8526753178613897,0.02028759022865643,0.006816917514438676
AFR,-0.25,0.1,250,13,0.9187849654896317,0.10809604927403331,0.15982116614761369
AFR,-0.25,0.1,250,14,0.8859272014785216,0.010868907458224823,0.01936759449542358
AFR,-0.25,0.1,250,15,0.9157613582201597,0.011055461698669477,0.002779981859157399
AFR,-0.25,0.1,250,16,0.9289031415091187,0.005934489217634747,0.001355185363220983
AFR,-0.25,0.1,250,17,0.9293839474288883,0.042684243740379664,0.151263584696161
AFR,-0.25,0.1,250,18,0.8823404539686184,0.02330020654143237,0.00379223917780997
AFR,-0.25,0.1,250,19,0.8737178876978559,0.037508455012094856,0.007621447289070445
AFR,-0.25,0.1,250,20,0.9281972978993899,0.011520804740569785,0.009603883340370439
