population/superpopulation,power,her,num_causals,pheno_num,train,val,test
SAS,-0.25,0.9,1,1,0.9230189303214973,0.1563674087852394,0.055428782418251554
SAS,-0.25,0.9,1,2,0.9343294803912722,0.6858592849715222,0.6463901525522209
SAS,-0.25,0.9,1,3,0.9247057671793556,0.053872213694897815,0.028741186296622936
SAS,-0.25,0.9,1,4,0.9098671881716541,0.27754314639657435,0.18752124138489862
SAS,-0.25,0.9,1,5,0.936287470973665,0.6760271896782709,0.4515232181152295
SAS,-0.25,0.9,1,6,0.9338733802833142,0.6816208485172911,0.7022749309946028
SAS,-0.25,0.9,1,7,0.9333315985734273,0.7416866112296798,0.8098112156798639
SAS,-0.25,0.9,1,8,0.9259388935182449,0.03739198815396412,0.011096335258693732
SAS,-0.25,0.9,1,9,0.9289334200732737,0.8799030110895308,0.8912120963891063
SAS,-0.25,0.9,1,10,0.9384172412485067,0.802523734395628,0.8386206350873869
SAS,-0.25,0.9,1,11,0.9387310146619077,0.8669723684411125,0.8342124480705476
SAS,-0.25,0.9,1,12,0.9400624531806934,0.7147023154164069,0.7559023309949644
SAS,-0.25,0.9,1,13,0.9340498205399228,0.268851746491302,0.2862389648289719
SAS,-0.25,0.9,1,14,0.9164815902432579,0.014294081375235045,0.0061262246697576525
SAS,-0.25,0.9,1,15,0.9069174625183667,0.6126512861365777,0.4436261930521735
SAS,-0.25,0.9,1,16,0.9375240621539506,0.5397391150797786,0.41598574271450106
SAS,-0.25,0.9,1,17,0.9159947947802209,0.780655318827083,0.744927318470941
SAS,-0.25,0.9,1,18,0.9267828510918826,0.018887454477932566,0.036669490739200325
SAS,-0.25,0.9,1,19,0.9333704145054345,0.7483367767608703,0.7946872329275076
SAS,-0.25,0.9,1,20,0.9224243809926371,0.7069585184828244,0.7086370637323778
