population/superpopulation,power,her,num_causals,pheno_num,train,val,test
EUR,-0.25,0.1,1,1,0.919154501092847,0.015980941362800646,0.05163807660951502
EUR,-0.25,0.1,1,2,0.9218162486021254,0.07884632396687519,0.006197195953469004
EUR,-0.25,0.1,1,3,0.9004559285432442,0.04372238782348693,0.012885498383622176
EUR,-0.25,0.1,1,4,0.9210030296855417,0.0258982289527142,0.0010897584427381213
EUR,-0.25,0.1,1,5,0.9295083195161333,0.08179203079671421,0.025640585728928113
EUR,-0.25,0.1,1,6,0.9201333932353157,0.09042813409382214,0.14965502580710943
EUR,-0.25,0.1,1,7,0.9356664731281662,0.15974908571975333,0.013010458532292537
EUR,-0.25,0.1,1,8,0.923688251678185,0.08573239203621293,0.005536993916705139
EUR,-0.25,0.1,1,9,0.9236134582208599,0.15672309653900302,0.12609214316094736
EUR,-0.25,0.1,1,10,0.9209532249787483,0.026329213502356383,0.030993213563958528
EUR,-0.25,0.1,1,11,0.919816831405295,0.026875931949098326,0.015515958173160985
EUR,-0.25,0.1,1,12,0.9140213783003844,0.08969046992853465,0.0647077796974029
EUR,-0.25,0.1,1,13,0.921100838514268,0.2671334998398374,0.10051711888929898
EUR,-0.25,0.1,1,14,0.9123885552974238,0.006390650443293007,0.038084277135118624
EUR,-0.25,0.1,1,15,0.903152513999751,0.4214626555995276,0.20317331550921003
EUR,-0.25,0.1,1,16,0.9230489957070196,0.016767569267814374,0.004631158610589889
EUR,-0.25,0.1,1,17,0.9251673599103007,0.082432355820238,0.03677205598620611
EUR,-0.25,0.1,1,18,0.9210273706484035,0.41545472364185704,0.1669704486897063
EUR,-0.25,0.1,1,19,0.9148751249415035,0.14054802210590364,0.13534132000955362
EUR,-0.25,0.1,1,20,0.9195767294432635,0.044774254785478106,0.26162828916540565
