population/superpopulation,power,her,num_causals,pheno_num,train,val,test
AMR,-1,0.3,512,1,0.6586558550566488,-1,0.003505898321200145
AMR,-1,0.3,512,2,0.8244750228425957,-1,0.0017449504979403882
AMR,-1,0.3,512,3,0.7181893421076043,-1,0.022362548916021675
AMR,-1,0.3,512,4,0.8837945326422846,-1,2.122758968467804e-05
AMR,-1,0.3,512,5,0.7006288934223737,-1,0.0026843089593599377
AMR,-1,0.3,512,6,0.8234440182794184,-1,0.0065946166581223355
AMR,-1,0.3,512,7,0.896888287097732,-1,0.007236205866569532
AMR,-1,0.3,512,8,0.8251278832901638,-1,0.01682884202535474
AMR,-1,0.3,512,9,0.6346441429208988,-1,0.02148090953813165
AMR,-1,0.3,512,10,0.9159005458883736,-1,0.07327573782002851
AMR,-1,0.3,512,11,0.8724433128853066,-1,1.7351910367584496e-05
AMR,-1,0.3,512,12,0.8964783719918358,-1,0.0005253402001734098
AMR,-1,0.3,512,13,0.7312254269682777,-1,0.05596832516780404
AMR,-1,0.3,512,14,0.6059973131459404,-1,0.02651736715121749
AMR,-1,0.3,512,15,0.9159944355066907,-1,0.009915291971574964
AMR,-1,0.3,512,16,0.6901315680532574,-1,5.7670421896913945e-06
AMR,-1,0.3,512,17,0.7176041166570936,-1,0.026653219308030513
AMR,-1,0.3,512,18,0.8491143281985828,-1,0.0003114524334298
AMR,-1,0.3,512,19,0.8855286717707487,-1,0.003503166848074097
AMR,-1,0.3,512,20,0.7986294776820451,-1,0.00014835927084291852
