population/superpopulation,power,her,num_causals,pheno_num,train,val,test
AMR,-1,0.1,250,1,0.9384761933645881,-1,0.009152323472481261
AMR,-1,0.1,250,2,0.6997325953277574,-1,0.07336363288002572
AMR,-1,0.1,250,3,0.5585473056928315,-1,0.005054311201272855
AMR,-1,0.1,250,4,0.8482548304006532,-1,0.0010239969883819625
AMR,-1,0.1,250,5,0.9235553839274564,-1,0.016977211668011173
AMR,-1,0.1,250,6,0.8496486903732546,-1,0.0001002685706602781
AMR,-1,0.1,250,7,0.6720925774442597,-1,0.0037807220823954566
AMR,-1,0.1,250,8,0.8136855016363309,-1,0.0008283925923457734
AMR,-1,0.1,250,9,0.7983878896733098,-1,0.0033911422771864485
AMR,-1,0.1,250,10,0.8006592353170711,-1,0.002249341065493175
AMR,-1,0.1,250,11,0.6564243769764757,-1,0.01217250523368837
AMR,-1,0.1,250,12,0.6363335265746247,-1,0.024800615708525736
AMR,-1,0.1,250,13,0.8046909775430761,-1,0.01672278509394657
AMR,-1,0.1,250,14,0.7946269144506941,-1,0.019923557630874212
AMR,-1,0.1,250,15,0.896474327706869,-1,0.09103787225904603
AMR,-1,0.1,250,16,0.8430374567296599,-1,0.007358913678685157
AMR,-1,0.1,250,17,0.9302357408084024,-1,0.04025715451161996
AMR,-1,0.1,250,18,0.8849905798964142,-1,0.01317510510892156
AMR,-1,0.1,250,19,0.7783548341562383,-1,0.008958273729594981
AMR,-1,0.1,250,20,0.8576325757593029,-1,0.005113606424780911
