IID,predict,actual,pheno_num
HG00102,-4.3218,-1.214626,1
HG00103,-7.57371,-1.240226,1
HG00110,5.78451,1.800746,1
HG00115,-0.421878,-0.904816,1
HG00131,-0.89808,1.189155,1
HG00132,-0.19721,0.943884,1
HG00136,3.97488,-0.927714,1
HG00139,-10.0027,1.560277,1
HG00149,0.953801,-0.03039,1
HG00174,-2.77091,1.961068,1
HG00187,4.18044,0.458224,1
HG00188,2.87379,0.086746,1
HG00232,10.32,0.551494,1
HG00233,7.73774,1.345841,1
HG00244,6.97978,-0.734319,1
HG00266,5.02998,-0.094818,1
HG00267,-1.01041,-0.541482,1
HG00271,4.30658,1.086315,1
HG00276,2.32239,-0.036411,1
HG00304,1.48009,0.744144,1
HG00310,6.92415,-0.024494,1
HG00319,4.27309,0.410432,1
HG00325,1.64831,-1.773247,1
HG00327,13.0064,-0.388886,1
HG00328,4.07534,0.264189,1
HG00329,-0.15101,-0.6804,1
HG00343,13.9659,-0.458815,1
HG00349,-0.479786,2.899034,1
HG00357,8.51223,-0.059022,1
HG00361,3.31724,-0.824716,1
HG01507,-1.06172,-0.178506,1
HG01509,1.04105,0.76934,1
HG01512,3.97911,0.788761,1
HG01519,-4.59589,0.210483,1
HG01525,-7.85136,2.520449,1
HG01615,-9.90183,-0.242038,1
HG01618,0.805855,-0.58655,1
HG01620,4.66289,-0.494645,1
HG01631,0.503114,0.886979,1
HG01668,-4.75557,0.555285,1
HG01675,-4.66615,-1.655429,1
HG01679,-3.09103,-0.633049,1
HG01707,-6.47917,-1.16285,1
HG01770,-9.75944,0.454911,1
HG01771,-9.16598,1.116378,1
HG01779,1.45065,-0.111441,1
HG01791,-6.39875,-1.252496,1
HG02220,-10.8172,-0.362122,1
NA07056,1.35742,0.060138,1
NA07347,8.02229,1.164,1
NA10851,-3.47734,0.14585,1
NA11843,3.02879,-0.145948,1
NA11920,11.4525,-0.826981,1
NA11995,-5.97102,0.338941,1
NA12043,2.75237,1.007119,1
NA12154,1.92792,-1.019422,1
NA12342,-0.884038,0.516795,1
NA12716,1.40102,0.248855,1
