IID,predict,actual,pheno_num
HG00102,0.30228,-0.672532,1
HG00103,-0.81446,-0.026225,1
HG00110,-1.5161,-0.692335,1
HG00115,1.01474,-0.04368,1
HG00131,0.31175,0.279919,1
HG00132,0.827232,0.019178,1
HG00136,-0.117817,-0.783653,1
HG00139,1.44142,-2.017891,1
HG00149,-0.292594,0.026438,1
HG00174,0.183917,3.875734,1
HG00187,-0.66597,0.131685,1
HG00188,0.371697,0.175102,1
HG00232,-0.091791,-1.45089,1
HG00233,-0.124996,1.300474,1
HG00244,0.966435,1.253673,1
HG00266,-0.927221,0.291751,1
HG00267,-0.0547,1.02375,1
HG00271,-0.376588,0.657357,1
HG00276,0.096074,-1.185256,1
HG00304,0.700051,-0.616817,1
HG00310,0.941119,-1.019288,1
HG00319,1.13115,1.327763,1
HG00325,-0.512888,-1.026872,1
HG00327,0.590725,-1.819011,1
HG00328,-0.663479,1.663561,1
HG00329,-0.262207,0.61954,1
HG00343,-0.669122,-0.263056,1
HG00349,-0.364967,1.278326,1
HG00357,-0.52223,-0.252264,1
HG00361,0.176061,-0.149027,1
HG01507,-0.185563,0.34524,1
HG01509,1.13329,0.365987,1
HG01512,1.63464,-0.241045,1
HG01519,0.908925,-0.878237,1
HG01525,1.4785,0.064598,1
HG01615,-0.994639,-1.213851,1
HG01618,-0.631679,0.482272,1
HG01620,-0.894771,-0.120498,1
HG01631,-0.757476,-0.156043,1
HG01668,-0.13136,-0.68355,1
HG01675,1.32397,-0.844464,1
HG01679,0.064471,-0.669634,1
HG01707,0.518081,0.73821,1
HG01770,-0.762092,0.505339,1
HG01771,1.32356,0.85815,1
HG01779,1.61076,1.84408,1
HG01791,0.869423,-1.40394,1
HG02220,-2.08065,-0.287288,1
NA07056,1.77578,-1.031426,1
NA07347,0.699882,-0.231347,1
NA10851,-0.520772,-1.993677,1
NA11843,-0.057222,0.520046,1
NA11920,0.192793,0.453524,1
NA11995,0.478664,2.137868,1
NA12043,1.06429,-0.046557,1
NA12154,-0.250665,-0.181986,1
NA12342,0.098805,-0.47143,1
NA12716,-0.959435,-0.960703,1
NA12749,-1.37614,-0.687273,1
NA12751,1.29359,-0.464641,1
NA12761,-0.48913,0.64584,1
NA12778,-2.05642,1.576895,1
NA12874,-2.16027,-0.802312,1
NA20506,-0.137029,-0.198393,1
NA20511,2.37956,1.099183,1
NA20512,-0.310385,1.390594,1
NA20513,1.51662,0.55637,1
NA20514,0.546475,-1.374205,1
NA20515,0.654462,0.449154,1
NA20525,-1.23312,1.108965,1
NA20536,0.65286,-0.598102,1
NA20541,-0.600355,-1.198592,1
NA20542,-0.031862,-1.244702,1
NA20760,-0.496941,-1.412908,1
NA20761,0.649706,-0.997846,1
NA20765,0.334101,-0.943674,1
NA20787,0.211896,0.201003,1
NA20792,1.58563,0.870684,1
NA20796,-3.30278,-1.808459,1
NA20799,0.862507,0.494426,1
NA20818,1.57262,1.03949,1
NA20819,-0.034502,-0.621761,1
HG00102,0.0,0.409558,2
HG00103,0.0,-0.679025,2
HG00110,0.0,1.124262,2
HG00115,0.0,-0.629043,2
HG00131,0.0,1.13383,2
HG00132,-0.91087,-0.972923,2
HG00136,0.0,0.047013,2
HG00139,0.0,-0.560093,2
HG00149,0.0,-0.055449,2
HG00174,0.0,-1.763703,2
HG00187,0.0,0.492582,2
HG00188,0.0,-1.16171,2
HG00232,0.0,0.364514,2
HG00233,0.0,0.743398,2
HG00244,0.0,-1.352182,2
HG00266,0.0,-0.624688,2
HG00267,0.0,0.386061,2
HG00271,0.0,1.644603,2
HG00276,0.0,-0.163398,2
HG00304,0.716451,0.439938,2
HG00310,0.0,0.880291,2
HG00319,0.0,0.536915,2
HG00325,0.0,-0.850773,2
HG00327,0.0,0.755365,2
