IID,predict,actual,pheno_num
HG00407,0.526154,0.168434,1
HG00421,0.0,-0.094897,1
HG00436,0.526154,-1.447307,1
HG00443,0.0,-1.715308,1
HG00445,1.05231,0.809438,1
HG00451,0.0,0.171789,1
HG00500,1.05231,-0.032939,1
HG00536,0.0,0.220773,1
HG00543,0.0,-1.098995,1
HG00560,0.526154,-0.165163,1
HG00580,0.0,-1.176949,1
HG00596,0.526154,0.858849,1
HG00610,0.0,-0.522768,1
HG00611,0.0,0.682702,1
HG00619,0.0,0.063094,1
HG00626,0.0,-1.290309,1
HG00672,0.526154,1.799736,1
HG00692,0.0,-1.39654,1
HG00699,0.526154,1.016307,1
HG00867,0.0,-1.140269,1
HG00978,0.0,0.252263,1
HG01596,0.0,0.983364,1
HG01798,0.0,-0.865499,1
HG01815,0.0,-1.31735,1
HG01816,0.0,-0.020907,1
HG01817,0.526154,2.13919,1
HG01847,0.0,-0.007228,1
HG01858,0.0,-0.924281,1
HG01865,0.526154,-0.539899,1
HG02028,0.526154,0.534151,1
HG02060,0.526154,-0.508962,1
HG02086,0.526154,1.701333,1
HG02087,0.0,-0.465447,1
HG02116,0.526154,0.444317,1
HG02166,0.0,-0.365925,1
HG02178,0.0,-0.272069,1
HG02187,0.0,-1.230182,1
HG02353,0.0,-0.609676,1
HG02367,0.526154,1.027626,1
HG02373,1.05231,-1.169748,1
HG02384,0.0,-2.43496,1
HG02394,0.0,0.693838,1
HG02395,0.0,1.328807,1
HG02512,0.526154,-1.82439,1
NA18525,0.0,-1.344676,1
NA18528,0.526154,-0.903409,1
NA18530,0.526154,0.410384,1
NA18534,0.0,0.40137,1
NA18539,0.0,-1.050541,1
NA18544,0.0,-0.70435,1
NA18547,0.526154,-0.875447,1
NA18564,0.526154,0.147968,1
NA18572,0.526154,-0.366543,1
NA18615,0.526154,-0.577035,1
NA18616,0.526154,0.41214,1
NA18626,0.526154,1.375177,1
NA18635,0.526154,-0.644229,1
NA18641,0.526154,0.594583,1
NA18747,0.526154,0.569249,1
NA18748,0.526154,-0.836569,1
NA18939,0.526154,1.186344,1
NA18940,0.0,-0.707691,1
NA18953,0.526154,1.38093,1
NA18957,0.0,0.516748,1
NA18974,0.526154,0.24947,1
NA18978,0.0,0.351288,1
NA18981,0.0,-0.677931,1
NA18986,0.0,-1.000955,1
NA18991,0.0,0.844921,1
NA18992,0.0,-0.057689,1
NA18993,0.0,-0.348975,1
NA18995,0.526154,0.958257,1
NA19005,0.0,-0.022188,1
NA19059,0.0,-1.300282,1
NA19070,0.0,-0.323291,1
NA19082,0.526154,-0.015434,1
NA19085,0.0,-0.284399,1
NA19086,0.0,-1.313242,1
HG00407,0.742446,0.928629,2
HG00421,0.0,0.142211,2
HG00436,0.742446,0.043068,2
HG00443,-0.718381,0.492143,2
HG00445,0.704054,0.66857,2
HG00451,-0.366354,-0.822643,2
HG00500,0.062457,-1.671499,2
HG00536,0.0,-0.713064,2
HG00543,-0.327962,-0.397519,2
HG00560,0.0,1.886661,2
HG00580,0.0,0.600437,2
HG00596,0.742446,1.576594,2
HG00610,-0.366354,-0.821914,2
HG00611,-0.366354,-0.890194,2
HG00619,-0.407297,0.174441,2
HG00626,0.742446,-0.072481,2
HG00672,0.352027,-0.535471,2
HG00692,0.352027,0.828004,2
HG00699,0.0,0.003283,2
HG00867,-0.431362,-0.713467,2
HG00978,0.352027,-0.360807,2
HG01596,0.742446,-0.127607,2
HG01798,0.742446,-0.460275,2
HG01815,0.352027,0.843262,2
HG01816,0.0,1.928916,2
HG01817,-0.366354,-0.855691,2
HG01847,-0.079335,-0.761099,2
HG01858,0.390419,-0.529673,2
HG01865,0.704054,0.196143,2
HG02028,-0.431362,-1.078791,2
HG02060,-0.079335,1.922986,2
HG02086,0.742446,0.884865,2
HG02087,0.352027,0.095797,2
HG02116,-0.079335,-0.651018,2
HG02166,0.742446,1.00917,2
HG02178,0.352027,1.687246,2
HG02187,0.663111,-0.302922,2
HG02353,0.390419,-0.246231,2
HG02367,0.742446,-0.761986,2
HG02373,-0.718381,-0.806671,2
HG02384,0.390419,0.589736,2
HG02394,0.311084,-0.891547,2
HG02395,0.0,1.386864,2
HG02512,-0.431362,0.082833,2
NA18525,0.311084,1.089182,2
NA18528,0.311084,-0.353944,2
NA18530,-0.366354,-0.139402,2
NA18534,0.311084,0.734376,2
NA18539,0.352027,0.28368,2
NA18544,-0.759324,0.70068,2
NA18547,-0.079335,0.177958,2
NA18564,0.0,0.111103,2
NA18572,0.024065,1.818698,2
NA18615,0.0,-0.268174,2
NA18616,-0.431362,0.228888,2
NA18626,0.0,0.285319,2
NA18635,0.311084,0.229426,2
NA18641,0.311084,-1.211424,2
NA18747,0.390419,0.736087,2
NA18748,-0.079335,-0.317336,2
NA18939,-0.718381,-1.070109,2
NA18940,0.352027,0.677846,2
NA18953,-0.431362,0.381619,2
NA18957,-0.797716,-2.196787,2
NA18974,0.742446,0.964199,2
NA18978,-0.327962,-0.920408,2
NA18981,0.352027,0.250904,2
NA18986,0.0,0.734288,2
NA18991,0.352027,1.136052,2
NA18992,0.0,-0.282777,2
NA18993,0.0,-0.364398,2
NA18995,-0.718381,-1.289574,2
NA19005,-1.14974,-0.417628,2
NA19059,0.352027,-1.228523,2
NA19070,-0.718381,-0.787168,2
NA19082,0.352027,0.173835,2
NA19085,0.390419,0.726034,2
NA19086,0.352027,-0.447599,2
HG00407,0.919356,0.367392,3
HG00421,0.374213,1.983182,3
HG00436,1.84553,1.273719,3
HG00443,0.039937,-0.07081,3
HG00445,2.38121,-0.805177,3
HG00451,1.46804,0.075411,3
HG00500,0.561061,0.085164,3
HG00536,1.10839,1.924872,3
HG00543,1.23312,-0.315186,3
HG00560,2.00051,-0.316283,3
