population/superpopulation,power,her,num_causals,pheno_num,train,val,test
AFR,-0.25,0.7,100,1,0.914594701372397,0.4049291747692288,0.5055428252862659
AFR,-0.25,0.7,100,2,0.8514694794853812,0.10507766445131039,0.27689642819075116
AFR,-0.25,0.7,100,3,0.9256002817899102,0.3587968749197866,0.4581412696449608
AFR,-0.25,0.7,100,4,0.910444161407981,0.4151153849365688,0.4107010226054603
AFR,-0.25,0.7,100,5,0.9369337868859675,0.4357547669877857,0.31988564019625554
AFR,-0.25,0.7,100,6,0.8496928217993235,0.44215084882245786,0.2826429229073201
AFR,-0.25,0.7,100,7,0.9106033986997719,0.5179356145411518,0.4102679907641546
AFR,-0.25,0.7,100,8,0.9322909734846782,0.2244591768562824,0.21665942095841223
AFR,-0.25,0.7,100,9,0.8802964191916488,0.5270083950439342,0.5431106855963833
AFR,-0.25,0.7,100,10,0.9220204855397107,0.16501877393438158,0.20975631485687243
AFR,-0.25,0.7,100,11,0.8950881663279505,0.4907382553417282,0.395341385204368
AFR,-0.25,0.7,100,12,0.9309886666877951,0.299859753022051,0.37852372420387315
AFR,-0.25,0.7,100,13,0.8929387788751553,0.23516985753857994,0.3014765373434876
AFR,-0.25,0.7,100,14,0.9169534703939657,0.4940900040839457,0.5088790322919043
AFR,-0.25,0.7,100,15,0.8927060761020429,0.41196048620274806,0.434770223700565
AFR,-0.25,0.7,100,16,0.9025811879817934,0.4819315738316207,0.26951791004131753
AFR,-0.25,0.7,100,17,0.9181823853040904,0.41871428944963696,0.36215370316693457
AFR,-0.25,0.7,100,18,0.9033339519004492,0.37510440964824543,0.4860307945763995
AFR,-0.25,0.7,100,19,0.8942854982834897,0.5832371960547212,0.4648790775843646
AFR,-0.25,0.7,100,20,0.9140715595882231,0.4997503609740253,0.2400919321145984
