population.superpopulation,power,her,num_causals,pheno_num,train,val,test
EUR,-0.25,0.5,1,1,0.8212247337911524,0.6192825698684585,0.47621568766886546
EUR,-0.25,0.5,1,2,0.628481601401951,0.41367768484917655,0.24467129966348178
EUR,-0.25,0.5,1,3,0.6421114899594565,0.02382059343910381,-0.06880474737510989
EUR,-0.25,0.5,1,4,0.2202302915223343,-0.01692285748534683,-0.018910214389642688
EUR,-0.25,0.5,1,5,0.5481188391503502,0.4293548575262882,0.3967922600639303
EUR,-0.25,0.5,1,6,0.7123981598534082,0.4251412170954082,0.4213757624020884
EUR,-0.25,0.5,1,7,0.5139091961319985,0.4219274771725773,0.36380898329657674
EUR,-0.25,0.5,1,8,0.16421573575978732,-0.047363373670969766,-0.04326311861135812
EUR,-0.25,0.5,1,9,0.825412989253005,0.37435438701216417,0.3948104286210604
EUR,-0.25,0.5,1,10,0.4643269167739946,0.1892866693866574,0.26262814516493915
EUR,-0.25,0.5,1,11,0.27171531241324,-0.021451868457653678,-0.05224521463500831
EUR,-0.25,0.5,1,12,0.4602757907564433,0.2753098428167201,0.3930344275911901
EUR,-0.25,0.5,1,13,0.7585471742118117,0.6305025275978269,0.47902293479523883
EUR,-0.25,0.5,1,14,0.1909314834638478,-0.026240791609569936,-0.02119850336094875
EUR,-0.25,0.5,1,15,0.676364235124838,0.5242456553935306,0.6486233510307449
EUR,-0.25,0.5,1,16,0.5967105406132089,0.20066265025897645,0.10431384137593336
EUR,-0.25,0.5,1,17,0.5587221196957038,0.3779985121153474,0.39529772073392566
EUR,-0.25,0.5,1,18,0.845299517118043,0.715577054348558,0.5872348789122265
EUR,-0.25,0.5,1,19,0.8280074254476497,0.7328077423899776,0.4879166192350153
EUR,-0.25,0.5,1,20,0.5420403035711894,0.46144237718996495,0.5394060154571326
