population.superpopulation,power,her,num_causals,pheno_num,train,val,test
EAS,-1,0.7,512,1,0.5214732235075006,0.09051340014781106,0.17384520699669925
EAS,-1,0.7,512,2,0.25559094041879393,0.08574890675890678,0.21039420880331083
EAS,-1,0.7,512,3,0.2815492141046799,0.06682019653832427,0.16141171682275768
EAS,-1,0.7,512,4,0.5679353976336016,0.1098300753501007,0.21068168304562196
EAS,-1,0.7,512,5,0.40666132334708427,0.11190734196953167,0.2400042150829228
EAS,-1,0.7,512,6,0.3870716627853099,0.09440501201856655,0.21565573072254807
EAS,-1,0.7,512,7,0.669656891610882,0.15897813820340845,0.19966408105030986
EAS,-1,0.7,512,8,0.40227677851368815,0.10559872470683151,0.1956736740149264
EAS,-1,0.7,512,9,0.7333931450102668,0.14968019834936985,0.005703292300007545
EAS,-1,0.7,512,10,0.6694574504916855,0.17229742718613494,0.12608496837756733
EAS,-1,0.7,512,11,0.7286535656820424,0.15062341193074147,0.06227646773142825
EAS,-1,0.7,512,12,0.5286876684604498,-0.03354070713649593,0.08266969310606909
EAS,-1,0.7,512,13,0.6433377495440309,0.08247615354163207,0.14970354528496066
EAS,-1,0.7,512,14,0.8401045483043567,0.26980294334221877,0.16480147416464697
EAS,-1,0.7,512,15,0.5506559779293161,0.11776826663287321,0.32656393930718497
EAS,-1,0.7,512,16,0.5459877947988699,0.13737039395529138,0.19487141672235186
EAS,-1,0.7,512,17,0.5530149768341062,0.23807749267627276,0.20654723941884912
EAS,-1,0.7,512,18,0.5710322208667449,0.09632159798815243,0.15264419710785104
EAS,-1,0.7,512,19,0.4106584112158711,0.10125292949542708,0.20565348327764776
EAS,-1,0.7,512,20,0.4261217754409695,0.09604581216545605,0.2013509389149617
