population.superpopulation,power,her,num_causals,pheno_num,train,val,test
EUR,-1,0.3,100,1,0.3484037880743862,-0.009487636943491973,0.01848163786037693
EUR,-1,0.3,100,2,0.24085888073390993,0.0027662490757969227,-0.027744116861487367
EUR,-1,0.3,100,3,0.20407079724949284,-0.019109803221383226,-0.02692171787384834
EUR,-1,0.3,100,4,0.22802843171284937,-0.01328953820372325,-0.12153962083672787
EUR,-1,0.3,100,5,0.41686332804719406,-0.01542273864151622,-0.16658737168937
EUR,-1,0.3,100,6,0.06543700635036087,-0.05085981609168133,-0.05791544832406759
EUR,-1,0.3,100,7,0.18057844814025326,0.010268082138454093,0.04323887268988824
EUR,-1,0.3,100,8,0.16742314926189417,0.003379632362493501,-0.047757518213215056
EUR,-1,0.3,100,9,0.2845845165667852,-0.015005734524574432,0.01108777921467996
EUR,-1,0.3,100,10,0.1449576133374637,-0.007063591579689721,0.07502546663806386
EUR,-1,0.3,100,11,0.2671789339821876,-0.00735273765350164,-0.0011664109476994255
EUR,-1,0.3,100,12,0.552785782623195,0.0787533560198832,0.05819202063344042
EUR,-1,0.3,100,13,0.17141673423198822,-0.0703897443177508,-0.047194007514843594
EUR,-1,0.3,100,14,0.6191351527156369,0.17742491446289044,0.10455333356659069
EUR,-1,0.3,100,15,0.1876346260752183,-0.009211270038610886,0.03292689949669503
EUR,-1,0.3,100,16,0.13499680704611472,-0.024573848921623398,0.055914814429379955
EUR,-1,0.3,100,17,0.10398026381891512,0.003149388395753294,-0.012136186289096518
EUR,-1,0.3,100,18,0.20485135011696198,-0.01847151424817528,0.017231456662054057
EUR,-1,0.3,100,19,0.15983069872607603,-0.09705863357801148,-0.05753358302080569
EUR,-1,0.3,100,20,0.3824527047837467,0.04472590880714644,0.01569724017617069
