population.superpopulation,power,her,num_causals,pheno_num,train,val,test
AMR,-1,0.5,50,1,0.1855250941072052,-0.04922333912247434,0.08389066198883888
AMR,-1,0.5,50,2,0.5327530775607172,8.772520522459804e-4,-0.05644611343669803
AMR,-1,0.5,50,3,0.3495799364577845,-0.0037291445850924365,0.0336672717376415
AMR,-1,0.5,50,4,0.21809395980228086,-0.023014795868180338,0.01913509721415796
AMR,-1,0.5,50,5,0.6616457189208197,-0.05060430361663304,-0.12192889649661431
AMR,-1,0.5,50,6,0.4671017014557266,-0.014414051523509164,0.044773776901521734
AMR,-1,0.5,50,7,0.5640939319977438,0.01850312709529245,0.023990128680356992
AMR,-1,0.5,50,8,0.7235290086901631,0.18052342826969658,-0.05030941128977817
AMR,-1,0.5,50,9,0.39016802872494616,-0.01491387257874055,0.05566929872334225
AMR,-1,0.5,50,10,0.6151720191292678,0.04316505058083697,-0.20660264517471183
AMR,-1,0.5,50,11,0.23534091301502014,-0.05293478442100352,-0.03549811357146382
AMR,-1,0.5,50,12,0.39409034205134086,0.035666989225802026,0.032954445093996365
AMR,-1,0.5,50,13,0.5591667985343611,0.09802668522616875,0.03353864345080082
AMR,-1,0.5,50,14,0.15537154836124079,-0.017345159606900973,-0.017548373841040243
AMR,-1,0.5,50,15,0.5264318023628056,0.03998408881952109,0.0642397952436935
AMR,-1,0.5,50,16,0.6328425424555001,0.13461181161882685,0.23786436944884715
AMR,-1,0.5,50,17,0.20315120093942263,0.03341974199365083,0.06434517165428688
AMR,-1,0.5,50,18,0.5745659799359206,0.05061787845582055,-0.010782828332190908
AMR,-1,0.5,50,19,0.4246978041350582,0.016121022529099083,-0.07431396989866879
AMR,-1,0.5,50,20,0.7713597358812178,0.18813495976912575,0.23805771999107583
