population.superpopulation,power,her,num_causals,pheno_num,train,val,test
SAS,-0.25,0.5,10,1,0.6896204127208441,0.37611296749617285,0.2909231916890045
SAS,-0.25,0.5,10,2,0.8583865336671398,0.23729958801128015,0.038246439913882546
SAS,-0.25,0.5,10,3,0.13604830256495204,-0.009908939877879774,-0.05871371718495455
SAS,-0.25,0.5,10,4,0.2488828962580294,0.003648126558625786,-0.012433038989352552
SAS,-0.25,0.5,10,5,0.6216378669982832,0.3074808895073582,0.3947495869105808
SAS,-0.25,0.5,10,6,0.6629351497753535,0.21969831564449593,0.236054894129469
SAS,-0.25,0.5,10,7,0.7494753405119425,0.19312056558237534,0.09618693123193867
SAS,-0.25,0.5,10,8,0.34331462521509826,0.05241260613027887,-0.03002404056824992
SAS,-0.25,0.5,10,9,0.5557847647480472,0.3911917548853334,0.3870384991501613
SAS,-0.25,0.5,10,10,0.7839776600188203,0.3679600952665302,0.3388040161214495
SAS,-0.25,0.5,10,11,0.7614327456766523,0.5207662465473262,0.5145368319914774
SAS,-0.25,0.5,10,12,0.6331065894908219,0.2129241149764456,0.16219579651282567
SAS,-0.25,0.5,10,13,0.720668888700766,0.4744423943079352,0.3917010350168729
SAS,-0.25,0.5,10,14,0.6675364210729764,0.23349248817825596,0.14388747104521016
SAS,-0.25,0.5,10,15,0.1496287366578376,-0.007690110981665166,-0.03244864682478554
SAS,-0.25,0.5,10,16,0.4954725300445446,0.029023531252840296,-0.044769218523611265
SAS,-0.25,0.5,10,17,0.17685517151034613,-0.17233894095572544,0.06528280069955583
SAS,-0.25,0.5,10,18,0.46076205603703424,0.4347600720610695,0.3427798729886571
SAS,-0.25,0.5,10,19,0.4499285331382358,0.2507193608043674,0.3743445840596893
SAS,-0.25,0.5,10,20,0.9028667020721824,0.45137728769118035,0.40446941732074204
