population.superpopulation,power,her,num_causals,pheno_num,train,val,test
EAS,-1,0.7,100,1,0.143459095402663,0.028175232256202443,0.03067689872186241
EAS,-1,0.7,100,2,0.5025174005975515,0.006509611131220061,-0.017301105465728606
EAS,-1,0.7,100,3,0.7093288988607159,0.48704277929104833,0.31876413443093854
EAS,-1,0.7,100,4,0.27715646090862445,0.051934598111312846,-0.002443067549826816
EAS,-1,0.7,100,5,0.6529970247745814,0.05274558840258392,0.07531257082412957
EAS,-1,0.7,100,6,0.7769228190216227,0.36189995901733785,0.2606627050536052
EAS,-1,0.7,100,7,0.946998796104667,0.38910127790745275,0.19650372618333045
EAS,-1,0.7,100,8,0.7184448275005415,0.15149642736696367,0.11164616861676024
EAS,-1,0.7,100,9,0.7109117524948272,0.463627704010964,0.3630884477912961
EAS,-1,0.7,100,10,0.6929985446396663,0.34794057261505185,0.3643805141483354
EAS,-1,0.7,100,11,0.5395872409434778,0.38442957781401965,0.2605652853229776
EAS,-1,0.7,100,12,0.13678093382877465,-0.04912205526361091,-0.030919276258666306
EAS,-1,0.7,100,13,0.3596168181796585,0.06846186287415823,0.10920358938438668
EAS,-1,0.7,100,14,0.5628550911526689,0.35871822854906066,0.4909242729325769
EAS,-1,0.7,100,15,0.18850644189860566,0.07264353447382998,-0.07547944611808255
EAS,-1,0.7,100,16,0.7499165793004722,0.3597582238704333,0.4468643729317896
EAS,-1,0.7,100,17,0.5073586054299966,0.10652165652079948,0.20288403854101633
EAS,-1,0.7,100,18,0.7649232456819328,0.05255988712566173,0.029897178872845043
EAS,-1,0.7,100,19,0.5646344863356111,0.2704208994429703,0.42380896080396757
EAS,-1,0.7,100,20,0.3841209494409238,0.04995079769966393,0.11455925772856324
