population.superpopulation,power,her,num_causals,pheno_num,train,val,test
SAS,-0.25,0.9,10,1,0.9635237331477691,0.8071429985075373,0.6985744871771238
SAS,-0.25,0.9,10,2,0.9766093553775578,0.8217211826225355,0.7938080696524081
SAS,-0.25,0.9,10,3,0.8084291056372408,0.4822871803710136,0.39882310467436755
SAS,-0.25,0.9,10,4,0.947114846935237,0.7465274147211332,0.6720945259225419
SAS,-0.25,0.9,10,5,0.9397516312286756,0.8211684363682107,0.8626637473435477
SAS,-0.25,0.9,10,6,0.9662083063078655,0.8083569652779634,0.8115227007413807
SAS,-0.25,0.9,10,7,0.9826117329126308,0.7879026916004845,0.7648904744907763
SAS,-0.25,0.9,10,8,0.9237381568707246,0.38332141853180923,0.12998428481558222
SAS,-0.25,0.9,10,9,0.9616627119171062,0.86824889729362,0.7921047070135301
SAS,-0.25,0.9,10,10,0.9419050874824204,0.846434284126386,0.8571985068469352
SAS,-0.25,0.9,10,11,0.9517979344644996,0.8934503513034426,0.8973784253766007
SAS,-0.25,0.9,10,12,0.9665786089727237,0.7393545386388606,0.5870123547963724
SAS,-0.25,0.9,10,13,0.9359178553820822,0.8726283825379733,0.8172603965915926
SAS,-0.25,0.9,10,14,0.9420950454367835,0.7701465358995775,0.7422677454615412
SAS,-0.25,0.9,10,15,0.8899761059652107,0.5298005887634655,0.37422371040740465
SAS,-0.25,0.9,10,16,0.6782481428339122,0.2540050497395764,0.23101304762443098
SAS,-0.25,0.9,10,17,0.8186089865227602,0.5378258648249377,0.556480386961222
SAS,-0.25,0.9,10,18,0.9802598769834937,0.8363608354247604,0.7490792439505843
SAS,-0.25,0.9,10,19,0.8967286903350846,0.7669770468720596,0.8639528120692402
SAS,-0.25,0.9,10,20,0.9155636937908198,0.8959334352883044,0.87753027616089
