population.superpopulation,power,her,num_causals,pheno_num,train,val,test
EUR,-0.25,0.7,10,1,0.8832091481653807,0.5155053904949811,0.3190849471960413
EUR,-0.25,0.7,10,2,0.9010877872150604,0.6178243977591027,0.7115810370023461
EUR,-0.25,0.7,10,3,0.6950515167494659,0.18396638697543455,-0.015279457734625357
EUR,-0.25,0.7,10,4,0.08894236687523793,-0.04112232220228895,0.0054814636979710896
EUR,-0.25,0.7,10,5,0.7176524734657901,0.5714595868491323,0.4735387294161818
EUR,-0.25,0.7,10,6,0.7167279884404467,0.2248287335375646,0.17541170218648028
EUR,-0.25,0.7,10,7,0.7007894936170965,0.3462371050370703,0.4898682290050479
EUR,-0.25,0.7,10,8,0.6125552886976593,0.15251339139141862,0.03315765854261166
EUR,-0.25,0.7,10,9,0.9783391119448875,0.45705172333343136,0.342785130964925
EUR,-0.25,0.7,10,10,0.72799712259514,0.6355050762795302,0.6139912755997061
EUR,-0.25,0.7,10,11,0.5814848493799549,0.17113010294514486,0.0034136411022755997
EUR,-0.25,0.7,10,12,0.7013529418711251,0.4314285959875066,0.3613218827257295
EUR,-0.25,0.7,10,13,0.7501498904648647,0.6426193406012695,0.6800999785595452
EUR,-0.25,0.7,10,14,0.9614895028914051,0.6746203027880799,0.5398879200010618
EUR,-0.25,0.7,10,15,0.14342646678391202,0.027641316178606434,0.017259966197214816
EUR,-0.25,0.7,10,16,0.3932247831463094,0.07491053759600508,0.12445582836712776
EUR,-0.25,0.7,10,17,0.11994672033610387,-0.11294827495417747,0.01050120797400489
EUR,-0.25,0.7,10,18,0.6785465974101641,0.5383582435650273,0.5537639689360903
EUR,-0.25,0.7,10,19,0.6059966142014355,0.4639781610828161,0.3577880911061957
EUR,-0.25,0.7,10,20,0.3963930594842634,0.15999668992239602,0.15019084043244557
