population.superpopulation,power,her,num_causals,pheno_num,train,val,test
EUR,-0.25,0.7,100,1,0.6632941022598863,0.1195361899613252,0.10114104875794228
EUR,-0.25,0.7,100,2,0.12957111332521265,0.06300325780381066,0.14827833884685893
EUR,-0.25,0.7,100,3,0.5755245771448357,0.060785895539598345,0.3255855149596082
EUR,-0.25,0.7,100,4,0.7536384448944766,0.1166481837484129,-0.1028994248276549
EUR,-0.25,0.7,100,5,0.7439560892388561,0.19429957917700535,0.15940838810767866
EUR,-0.25,0.7,100,6,0.23721931249724826,0.02495367942339166,0.03152158744618472
EUR,-0.25,0.7,100,7,0.762950399346598,0.27689353490000623,0.2798605125091067
EUR,-0.25,0.7,100,8,0.29391593931599314,0.03429387071606371,0.01635993721589235
EUR,-0.25,0.7,100,9,0.6753919794469259,0.48366050672340555,0.4358121654730347
EUR,-0.25,0.7,100,10,0.4739996509414731,0.28424367568468123,0.4192622278894387
EUR,-0.25,0.7,100,11,0.09123991072879523,0.004480730560184165,0.02963911722646284
EUR,-0.25,0.7,100,12,0.92141433956086,0.3274385187242974,0.17757682027043442
EUR,-0.25,0.7,100,13,0.546501108048792,0.0668009528780199,0.17584338084132856
EUR,-0.25,0.7,100,14,0.6920101372453822,0.6016326135717456,0.46972990192218844
EUR,-0.25,0.7,100,15,0.13299796052498758,-0.020391356991700027,0.053512586914901905
EUR,-0.25,0.7,100,16,0.8260398796861028,0.5305175989808406,0.3312200010783579
EUR,-0.25,0.7,100,17,0.3662527393574613,0.1287201137814028,0.07546512816335116
EUR,-0.25,0.7,100,18,0.8381523231254955,0.39291428505493975,0.3719328301517335
EUR,-0.25,0.7,100,19,0.8743545980042302,0.41980892280486515,0.22091378079063795
EUR,-0.25,0.7,100,20,0.5959010522762378,0.42019100253499786,0.2572534616859876
