population.superpopulation,power,her,num_causals,pheno_num,train,val,test
SAS,-1,0.1,512,1,0.13177174509344092,-0.07383837132226723,-0.034634031999729586
SAS,-1,0.1,512,2,0.16403486669436051,-0.11209385995178511,-0.03058723352911019
SAS,-1,0.1,512,3,0.12001501228464917,-0.007295331621916645,0.005649702133503576
SAS,-1,0.1,512,4,0.27824897112115665,-0.0038042179776343055,-0.0032984178644130946
SAS,-1,0.1,512,5,0.15487081805148784,-0.04496011125671595,-0.06633361419444372
SAS,-1,0.1,512,6,0.2533865457033968,-0.060701785280252274,-0.10185128889087647
SAS,-1,0.1,512,7,0.20859937808168227,-0.07189860734566089,0.0036561138000205107
SAS,-1,0.1,512,8,0.1592695913533564,-0.03287449029202172,-0.09975851121287871
SAS,-1,0.1,512,9,0.16874418612736242,-0.0753361483876227,-0.04314087045575321
SAS,-1,0.1,512,10,0.5512458272308212,0.012775166069302846,-0.14273092936928533
SAS,-1,0.1,512,11,0.2350919462917216,-0.021739436466552187,0.017990964569162604
SAS,-1,0.1,512,12,0.1649970081434965,-0.11100578298829289,0.005079724803225827
SAS,-1,0.1,512,13,0.35017538837133166,-0.03510950500801924,-0.16206130986063805
SAS,-1,0.1,512,14,0.8309022990970005,0.03313543506324801,-0.2324946321921013
SAS,-1,0.1,512,15,0.2717329232130449,0.0033962252135488757,-0.0169765387608809
SAS,-1,0.1,512,16,0.18746968687754728,-0.030675881242989034,-0.0023520846203668455
SAS,-1,0.1,512,17,0.17684710311884433,-0.06576233363000106,-0.07384282197914582
SAS,-1,0.1,512,18,0.1853643460871457,-0.02276046807366594,-0.04302081298106453
SAS,-1,0.1,512,19,0.36857999199740044,-0.004716985002366503,-0.2570616954085738
SAS,-1,0.1,512,20,0.16383712548143503,-0.0649666127020938,-0.013291197493169982
