population.superpopulation,power,her,num_causals,pheno_num,train,val,test
AFR,-0.25,0.1,100,1,0.31218044023694924,0.04206199989489379,0.008859414220991013
AFR,-0.25,0.1,100,2,0.5490885590135064,0.018479869680024796,-0.19004976823911623
AFR,-0.25,0.1,100,3,0.23494281945988282,-0.027339696806101044,0.0080848695509107
AFR,-0.25,0.1,100,4,0.23339442176998348,-0.04682418641923758,0.0016524372026311962
AFR,-0.25,0.1,100,5,0.539668581851735,-0.03635114483482926,-0.034291295407761435
AFR,-0.25,0.1,100,6,0.19242721638595206,0.01783075175575788,-0.010009014150482054
AFR,-0.25,0.1,100,7,0.398802394034801,0.020205242490332842,-0.07415826779239754
AFR,-0.25,0.1,100,8,0.192014164826123,-0.08728359745546,-0.019033544077804
AFR,-0.25,0.1,100,9,0.32047402347591003,0.020243848294714928,-0.04943386142395867
AFR,-0.25,0.1,100,10,0.07891384720559513,-0.034494209342860405,-0.019774411961414273
AFR,-0.25,0.1,100,11,0.5145743992439531,-0.03418259897158049,-0.1313307377493833
AFR,-0.25,0.1,100,12,0.1167661557769728,0.013329711782170794,-0.009073204617536135
AFR,-0.25,0.1,100,13,0.19261032643597442,-0.003833927127436798,0.02044875660249157
AFR,-0.25,0.1,100,14,0.54345400705053,0.06810094810951728,0.011130411200791834
AFR,-0.25,0.1,100,15,0.49106498771719065,0.005576150313178152,-0.10191581008107176
AFR,-0.25,0.1,100,16,0.13381389274008149,-0.012962388690454851,0.03153603689597928
AFR,-0.25,0.1,100,17,0.36439281217652386,0.012236197746830046,0.05112694454693889
AFR,-0.25,0.1,100,18,0.2523069935128638,0.0031552974503156195,-0.05213610976015959
AFR,-0.25,0.1,100,19,0.17751963119519676,-0.006711846452681414,0.0030447440546171878
AFR,-0.25,0.1,100,20,0.3210184410265685,3.40064369408033e-4,-0.09554285424330988
