population.superpopulation,power,her,num_causals,pheno_num,train,val,test
SAS,-0.25,0.3,50,1,0.5006801532679668,0.04163454037225234,0.06395053368230197
SAS,-0.25,0.3,50,2,0.42047908042972293,0.08798245586656317,0.012241034821975694
SAS,-0.25,0.3,50,3,0.32318663920177615,0.06812484246605444,0.07966795445033148
SAS,-0.25,0.3,50,4,0.12740051241919093,0.0038787474793827714,0.07763672430795188
SAS,-0.25,0.3,50,5,0.5284182149970784,-0.021983223941673735,0.07630528785171742
SAS,-0.25,0.3,50,6,0.35603017852093044,0.06409866145033583,0.06345059779909579
SAS,-0.25,0.3,50,7,0.18523209358080162,0.013144829523118573,-0.007414527794406212
SAS,-0.25,0.3,50,8,0.13125989268195315,-0.039273590980740236,0.003396323928659295
SAS,-0.25,0.3,50,9,0.37035028460254893,0.06079517173875215,3.0776311775437826e-4
SAS,-0.25,0.3,50,10,0.6229012578888187,0.0834878866851898,0.05375662344038301
SAS,-0.25,0.3,50,11,0.16555799626279266,-0.06528714357068255,-0.06594867500296586
SAS,-0.25,0.3,50,12,0.24361305021772883,0.06954818091827997,0.20875822190976567
SAS,-0.25,0.3,50,13,0.47807527408149253,0.09816827220091517,0.007030272334356824
SAS,-0.25,0.3,50,14,0.5709713660728173,0.06729667774677062,0.004161059770264708
SAS,-0.25,0.3,50,15,0.08282200721097333,-0.1808220836130363,-0.0014758099261020785
SAS,-0.25,0.3,50,16,0.6794160455451811,-0.0046021243621106045,-0.025180874324035596
SAS,-0.25,0.3,50,17,0.45529486602565683,0.14721003121350185,0.14317485865956336
SAS,-0.25,0.3,50,18,0.2849409901040736,0.0723345663587397,0.053722211946140797
SAS,-0.25,0.3,50,19,0.5064693223735388,0.04372446113872286,0.037901716046328304
SAS,-0.25,0.3,50,20,0.28944847804177176,0.05646198853119255,-0.011396965059021547
