population.superpopulation,power,her,num_causals,pheno_num,train,val,test
AFR,-1,0.1,250,1,0.20145183894384766,-0.03274224745078991,-0.02460670054825731
AFR,-1,0.1,250,2,0.6657462953841993,0.05081391769202004,-0.044021064478388716
AFR,-1,0.1,250,3,0.21975914401163443,-0.007176244988654545,0.007371187118662359
AFR,-1,0.1,250,4,0.567704795986889,0.0014926959823736707,-0.03371175315131669
AFR,-1,0.1,250,5,0.30579989678393527,-0.035907432232307857,-0.03079328337919951
AFR,-1,0.1,250,6,0.3391008149416064,-0.01799129554328638,-0.055349313642781395
AFR,-1,0.1,250,7,0.14886602069413812,-0.03168007696808828,0.05501142065409004
AFR,-1,0.1,250,8,0.1883081660870597,-0.017726179512184803,-0.0876474195078365
AFR,-1,0.1,250,9,0.38828666365871767,-0.050413094316546836,0.0067299267857786615
AFR,-1,0.1,250,10,0.24695798103060507,-0.01345784719245624,-0.022386065936333965
AFR,-1,0.1,250,11,0.20306155237836443,-0.03389810317455777,6.771166913831506e-4
AFR,-1,0.1,250,12,0.12458211761678173,-0.07651065568495619,-0.02823262927962089
AFR,-1,0.1,250,13,0.17941212953711638,-0.09820169070534779,0.005890533840418932
AFR,-1,0.1,250,14,0.4501602091081026,0.06285442390020068,-0.038194991973483194
AFR,-1,0.1,250,15,0.20496225304561877,-0.040703064743480954,-0.007179103159829836
AFR,-1,0.1,250,16,0.21009102213339015,-0.032413074555209365,-0.0066768075165164475
AFR,-1,0.1,250,17,0.42383783145941567,0.03136537337323364,-0.052071323575727746
AFR,-1,0.1,250,18,0.21354286085192564,-8.889259577344877e-4,-0.05396639518608959
AFR,-1,0.1,250,19,0.23629214252133668,0.00397097363773713,0.02904169251654387
AFR,-1,0.1,250,20,0.12144428402040242,-0.02638863062949226,-0.07730027386045046
