population.superpopulation,power,her,num_causals,pheno_num,train,val,test
AFR,-0.25,0.9,10,1,0.8075253685979479,0.8244934056384957,0.7855473294144599
AFR,-0.25,0.9,10,2,0.942797027695722,0.7357766234825619,0.6742410833220598
AFR,-0.25,0.9,10,3,0.9805697297682193,0.9269775162226388,0.9429574177973722
AFR,-0.25,0.9,10,4,0.9566931840674651,0.9211521696078551,0.9261556767593032
AFR,-0.25,0.9,10,5,0.9662859274354647,0.6825326111944472,0.7874795825853556
AFR,-0.25,0.9,10,6,0.9263690193888587,0.6565434400152572,0.5628116468774454
AFR,-0.25,0.9,10,7,0.9673377343930294,0.917349912207452,0.9232432390592463
AFR,-0.25,0.9,10,8,0.9834530619749634,0.9433737170795896,0.9301836316076726
AFR,-0.25,0.9,10,9,0.9327458645787838,0.6792564344616738,0.7047158104061314
AFR,-0.25,0.9,10,10,0.9128979869408238,0.7468346124828884,0.8046060865093805
AFR,-0.25,0.9,10,11,0.9807689636522098,0.8838520998994515,0.863407759614156
AFR,-0.25,0.9,10,12,0.9543978331403308,0.8949797522572236,0.8137265783975625
AFR,-0.25,0.9,10,13,0.7410986622278527,0.3575830427953729,0.2506148643673288
AFR,-0.25,0.9,10,14,0.9147202976242697,0.8577781122692738,0.8996804017820584
AFR,-0.25,0.9,10,15,0.964819855797493,0.9361057146053325,0.9376054151837616
AFR,-0.25,0.9,10,16,0.8803673175366037,0.6514732082735928,0.692676206442792
AFR,-0.25,0.9,10,17,0.9251981476779599,0.8953435520465771,0.8591708680718526
AFR,-0.25,0.9,10,18,0.9497987555832896,0.8535624652432979,0.8538561511448246
AFR,-0.25,0.9,10,19,0.9479420757876077,0.8712324759089676,0.8705474851296119
AFR,-0.25,0.9,10,20,0.840584657980628,0.7259616021847625,0.7080195363479185
