population.superpopulation,power,her,num_causals,pheno_num,train,val,test
EAS,-1,0.1,512,1,0.2983405158763679,-0.009330766435966087,-0.03791661038931382
EAS,-1,0.1,512,2,0.2860534372598478,-0.01317880835588281,-0.09554274542660535
EAS,-1,0.1,512,3,0.430910157093118,-0.012196921843877107,-0.12766626112186308
EAS,-1,0.1,512,4,0.1876844321688672,-0.02329067234376736,-3.5850629747891105e-4
EAS,-1,0.1,512,5,0.21067715912506835,-0.05914365931555765,-0.03494294854870161
EAS,-1,0.1,512,6,0.15310136541692243,-0.12168227304255885,-0.025835320555666286
EAS,-1,0.1,512,7,0.08437842203959345,-0.027817299156432496,-0.032981926925929717
EAS,-1,0.1,512,8,0.14976668775670066,-0.04540485789490245,-0.0436648368363135
EAS,-1,0.1,512,9,0.42390461723994644,-0.10047846718948206,0.017451709565485696
EAS,-1,0.1,512,10,0.08694361069364709,-0.0812474079835126,-0.003496963239892681
EAS,-1,0.1,512,11,0.15351483341379635,-0.036344558557540596,-0.060565818181858244
EAS,-1,0.1,512,12,0.08328161895502684,-0.023542772075619833,0.008773679564121561
EAS,-1,0.1,512,13,0.40523067801021007,0.014707983801817703,0.04576550790922296
EAS,-1,0.1,512,14,0.1465637753138449,-0.004967795430349087,-0.016392792787969013
EAS,-1,0.1,512,15,0.34187454738239076,-0.03404983778435389,-0.01920317698535423
EAS,-1,0.1,512,16,0.19597299404475976,-0.015283186975321383,-0.019932519829608086
EAS,-1,0.1,512,17,0.1541330935813947,-0.01662233100022692,0.00849510362055661
EAS,-1,0.1,512,18,0.08110323923014606,-0.0048811500301506605,-0.014474260144713869
EAS,-1,0.1,512,19,0.337472623891658,-0.0019517062449871947,-0.15938285877588299
EAS,-1,0.1,512,20,0.5461109120994947,0.015083522185106779,-0.07011454238938608
