IID,predict,actual,pheno_num
HG01589,1.0895287256339528,1.697943,1
HG02654,-0.13339743129374032,-0.36378000000000005,1
HG02685,0.5110672380133319,-1.2139759999999995,1
HG02691,0.4942514488098661,1.5073659999999998,1
HG02731,0.030073924202238533,-0.221522,1
HG02734,0.5859935949950068,0.6763609999999999,1
HG02736,0.1487971483935419,2.162664,1
HG02774,0.49361496170682323,-0.08043399999999999,1
HG02783,0.799726375507108,0.23566,1
HG02784,-0.7421748338434091,-1.545246,1
HG03006,1.3662354640648773,1.7550549999999998,1
HG03009,-0.48631655639450844,0.29353799999999997,1
HG03016,-0.2836883990489245,0.21026400000000006,1
HG03021,-0.4587414186831199,0.46518899999999996,1
HG03490,-0.09268168926153231,1.3711239999999998,1
HG03603,0.6378838973577585,0.38542400000000004,1
HG03611,0.10802029474467678,1.02681,1
HG03619,-0.29703030564799543,-0.6540849999999999,1
HG03629,-0.04174467681268207,-0.9267759999999999,1
HG03643,0.4519743143368283,-0.46769000000000005,1
HG03645,-0.05790026408352722,0.24576500000000007,1
HG03649,-0.45037750542442767,-0.008368,1
HG03653,-0.34122050466217624,-0.8448690000000001,1
HG03673,-0.2599894158073954,-1.38788,1
HG03681,-0.18807655084638353,-1.6646800000000002,1
HG03691,0.36209137777536965,1.046232,1
HG03718,0.024845697839679104,-2.1785840000000003,1
HG03744,-0.3357091969538794,-1.107313,1
HG03746,-0.48671793230904375,-0.058287,1
HG03750,-0.171059942947104,0.8779400000000002,1
HG03756,-0.6684209267417566,-0.5478310000000001,1
HG03774,1.1452287497138227,2.178204,1
HG03781,-0.2604894251313498,0.381009,1
HG03787,-0.2643704596691706,0.32129099999999994,1
HG03802,-0.07189678161017782,-0.080302,1
HG03821,-0.06011388375140336,-0.578596,1
HG03823,-0.3243973746687592,-0.5467569999999999,1
HG03830,0.8948766389893301,0.7340359999999999,1
HG03851,-0.07137296925292208,0.362434,1
HG03861,0.02592163378352924,0.29444899999999996,1
HG03866,-0.22264194022925698,-1.117548,1
HG03869,-0.041148299946716094,-1.084902,1
HG03897,0.7625428653426589,1.538122,1
HG03910,-0.039996833854128666,-0.385277,1
HG03940,1.1141299692555189,1.3941459999999999,1
HG03941,-0.42155688230528676,0.09432,1
HG03943,0.1895463964483925,1.4330679999999998,1
HG03978,-0.2139610914510983,-1.4409609999999995,1
HG03999,-0.26597263797826604,-0.371288,1
HG04001,-0.17792402308101624,-2.418599,1
HG04017,0.20695410082728988,0.724826,1
HG04020,-0.23553610600437633,-0.17787799999999998,1
HG04025,-0.14564365618879194,0.15386000000000002,1
HG04035,-0.36289555378659455,-0.610802,1
HG04047,-0.14147745585387278,-0.19221000000000002,1
HG04059,-0.4328696101235928,-0.924242,1
HG04061,0.2173505978925317,0.7407210000000001,1
HG04100,-0.2727633217670463,-1.0477999999999998,1
HG04131,-0.18760933114199238,0.06148499999999999,1
HG04156,0.30391135272367226,0.732943,1
HG04162,-0.20928916167756412,-0.11002300000000001,1
HG04183,1.1195281881879684,1.0929659999999999,1
HG04211,-0.40378380965833716,0.24762599999999999,1
HG04238,-0.5310210067571565,0.565433,1
NA20845,0.4474932338011763,0.830514,1
NA20854,-0.08013235550230408,-0.25274399999999997,1
NA20856,-0.683853883115382,-0.19306099999999998,1
NA20869,-0.389608103229599,-1.147395,1
NA20870,-0.33298667317989716,-0.014798,1
NA20878,-0.2639237496657355,0.33655899999999994,1
NA20885,0.05399762539720038,-0.0014479999999999999,1
NA20899,-0.35969692393639446,-0.566725,1
NA20900,-0.3456694156772546,-0.13581400000000002,1
NA20901,-0.6435842561258768,-0.930442,1
NA20903,-0.042585692920295126,1.6353259999999998,1
NA20910,-0.18076248640774378,-0.14330400000000001,1
NA21086,-0.42420638250561776,-0.7963009999999999,1
NA21091,0.6424634130478024,0.17485,1
NA21092,0.34035405376865663,-0.6646019999999999,1
