population.superpopulation,power,her,num_causals,pheno_num,train,val,test
EAS,-0.25,0.3,1,1,0.16248344100641188,-0.04180015954912619,-9.013997858868805e-4
EAS,-0.25,0.3,1,2,0.4861466223173556,0.28985831033774045,0.24441983108544796
EAS,-0.25,0.3,1,3,0.21100606234820007,-0.030912470126949865,-0.03466032160467014
EAS,-0.25,0.3,1,4,0.2818003328619747,-0.00336899766327714,-0.04268806402188541
EAS,-0.25,0.3,1,5,0.7232511656651772,0.3469075509721373,0.4702197868394987
EAS,-0.25,0.3,1,6,0.2802081231733925,0.1150681145078507,0.11120401854603346
EAS,-0.25,0.3,1,7,0.31171834170214796,-0.0023254118408628788,0.08812266492928678
EAS,-0.25,0.3,1,8,0.21287919285964552,0.006660315215541557,-0.0638229973179667
EAS,-0.25,0.3,1,9,0.5858167421117633,0.2616459480457106,0.20711869872897104
EAS,-0.25,0.3,1,10,0.5069248669381592,0.3214366201923484,0.18783553912434492
EAS,-0.25,0.3,1,11,0.4132032604035699,-0.005588277166600486,-0.01634717260582952
EAS,-0.25,0.3,1,12,0.3225573832195122,0.16990127729059246,0.20620731911595902
EAS,-0.25,0.3,1,13,0.26355627814716875,-0.05141891258970577,-0.03636441807244539
EAS,-0.25,0.3,1,14,0.12457652896061822,-0.06520120125519191,-0.03732117476215757
EAS,-0.25,0.3,1,15,0.20786578461227123,-0.01660353516049562,-0.002851038137555051
EAS,-0.25,0.3,1,16,0.3355440744037065,-0.002317270450059139,-0.057828121092068585
EAS,-0.25,0.3,1,17,0.5639652770763406,0.3066565358355333,0.3872813038851133
EAS,-0.25,0.3,1,18,0.12279066823737772,-0.013113494870152786,-6.335871397473714e-4
EAS,-0.25,0.3,1,19,0.40831341904866636,-0.0060134725356595364,-0.07461829067728587
EAS,-0.25,0.3,1,20,0.14921074119233468,-0.04338010034914275,0.025199860030625243
