population.superpopulation,power,her,num_causals,pheno_num,train,val,test
AMR,-0.25,0.3,250,1,0.9085676037274946,0.1942211024237589,-0.013164754571888704
AMR,-0.25,0.3,250,2,0.19629764613882605,-0.07402549757207044,0.027932209468470637
AMR,-0.25,0.3,250,3,0.5570787338614422,0.0224104611960676,-0.09392290571492135
AMR,-0.25,0.3,250,4,0.1977927303536433,-0.0031580294596125214,0.027378943306674564
AMR,-0.25,0.3,250,5,0.20300306277324487,-0.03339223006319014,-0.012334952226576323
AMR,-0.25,0.3,250,6,0.28280157400654726,-0.02590918450035118,0.008098439841671357
AMR,-0.25,0.3,250,7,0.2179674233097738,-0.11169071292150923,-0.05031591725913853
AMR,-0.25,0.3,250,8,0.13588750988650422,-0.011239944237335875,0.010046120404352488
AMR,-0.25,0.3,250,9,0.21470822583990024,-0.050598796947872504,0.03543527021539594
AMR,-0.25,0.3,250,10,0.16669588985678296,-0.03918594692529842,0.006329962758832575
AMR,-0.25,0.3,250,11,0.1637538398799162,-0.010574960540754574,-0.01433993833009839
AMR,-0.25,0.3,250,12,0.8449753550171275,0.25719399927998,-0.1544106275641861
AMR,-0.25,0.3,250,13,0.506380292545054,0.03221775246841485,-0.08827639687021027
AMR,-0.25,0.3,250,14,0.20572634687298264,-0.01630080538819234,0.05770682788430592
AMR,-0.25,0.3,250,15,0.14256827149393425,-0.10396388221859376,-0.01980966715484289
AMR,-0.25,0.3,250,16,0.5462918745857932,0.07969704672297317,-0.060837043039704275
AMR,-0.25,0.3,250,17,0.20413512552985025,-0.06104775430256648,-0.05755225467120351
AMR,-0.25,0.3,250,18,0.2527652141729456,-0.021738212090560927,-0.04633358225050266
AMR,-0.25,0.3,250,19,0.42282167763921874,0.015511145703329454,-0.018104438407132717
AMR,-0.25,0.3,250,20,0.24971170985031543,-0.07518119202407614,0.0027863301210876434
