population.superpopulation,power,her,num_causals,pheno_num,train,val,test
SAS,-1,0.1,100,1,0.2169485587431228,-0.04781672522427627,-0.030253627928584992
SAS,-1,0.1,100,2,0.2636110558999476,-0.047185703317306205,-0.021505362157142605
SAS,-1,0.1,100,3,0.17849320790145562,-0.0595751237658495,0.018783605707170636
SAS,-1,0.1,100,4,0.1947385229294828,-0.06760493887056418,-0.012004794096827531
SAS,-1,0.1,100,5,0.1936716833972748,-0.054914499435376296,-0.08869226018059773
SAS,-1,0.1,100,6,0.17920387516143,-0.09546604470104936,-0.06619635467388285
SAS,-1,0.1,100,7,0.1152423806687547,-0.019119723530492294,-0.0011235737950678892
SAS,-1,0.1,100,8,0.20023164302127427,-0.16146919998230547,-0.06448571231286526
SAS,-1,0.1,100,9,0.09890260503493908,-0.07653782234768025,-0.012167375312452489
SAS,-1,0.1,100,10,0.8460880900606583,0.05973881501484413,-0.09678649441954179
SAS,-1,0.1,100,11,0.15956146543533756,-0.027644891933825466,-0.025037163092718417
SAS,-1,0.1,100,12,0.1939252895115331,-0.04605982898531402,0.035740440517133876
SAS,-1,0.1,100,13,0.11228126156255502,-0.0501295193812783,-0.006247399177828239
SAS,-1,0.1,100,14,0.3724611858771313,0.020804457260752196,-0.043704523387330774
SAS,-1,0.1,100,15,0.18822461724615214,-0.049225559149724374,-0.036880007945797155
SAS,-1,0.1,100,16,0.3805572555692909,0.0046136217189061135,0.005086458678807193
SAS,-1,0.1,100,17,0.37834823383098193,-2.3644539052880553e-4,-0.06556138669512435
SAS,-1,0.1,100,18,0.12649351443346435,-0.03805958672598808,-0.0021409748204481716
SAS,-1,0.1,100,19,0.1830056032170979,-0.1356663578194175,-0.03283036927127969
SAS,-1,0.1,100,20,0.4123870790212709,-0.029048278555622753,-0.1392383268214299
