IID,predict,actual,pheno_num
HG00102,0.5366242699685171,1.0643520000000002,1
HG00103,0.18127473923850568,1.2884520000000002,1
HG00110,0.2450209071804066,0.20329500000000006,1
HG00115,0.4066412743176171,0.8203910000000001,1
HG00131,-0.28711910040382044,0.8776220000000001,1
HG00132,0.20256993051067906,0.8997269999999999,1
HG00136,0.42604656926937445,-2.0604500000000003,1
HG00139,-0.3162261929409468,1.708732,1
HG00149,-0.05617479423132704,-0.9495319999999999,1
HG00174,0.22286467074775573,0.43207100000000004,1
HG00187,-0.42504931030855836,-0.40943,1
HG00188,-0.12757388548806176,0.372623,1
HG00232,-0.2881579864654916,0.602856,1
HG00233,0.13423974336487188,0.055082,1
HG00244,0.26611511198578774,-1.3173989999999998,1
HG00266,0.0920856001982332,-0.28954799999999997,1
HG00267,-0.03276149504152487,0.24502300000000002,1
HG00271,0.49349632199275784,3.038491,1
HG00276,-0.62611310859749,0.567319,1
HG00304,0.2001389989085336,-0.14136900000000002,1
HG00310,-0.09373332763319603,-0.26796200000000003,1
HG00319,0.14849608106494794,-0.26188500000000003,1
HG00325,0.5492535754342673,3.1335409999999997,1
HG00327,-0.023690707158466107,0.934132,1
HG00328,-0.15168364932703954,-1.0150199999999998,1
HG00329,0.31267589457679046,1.3411419999999998,1
HG00343,-0.028512561467680775,-0.5131659999999999,1
HG00349,0.346119774398264,0.27538700000000005,1
HG00357,-0.16658994917683684,-1.195137,1
HG00361,0.17338411474968807,1.1960590000000002,1
HG01507,0.05302196827424338,1.8698869999999999,1
HG01509,0.6799638924497676,0.11317500000000001,1
HG01512,0.5433892593352081,-0.642547,1
HG01519,0.5439981813381751,-0.25738900000000003,1
HG01525,0.5158266113925255,0.6213139999999999,1
HG01615,-0.41990171350636407,0.4394190000000001,1
HG01618,0.29765326130247105,0.637137,1
HG01620,-0.1365107946381654,0.039263,1
HG01631,0.1985893937272215,0.633425,1
HG01668,0.27882480017400346,-0.293199,1
HG01675,0.10114845533304895,0.6755169999999998,1
HG01679,0.41251138811659804,0.090679,1
HG01707,-0.15241194308140105,-1.838088,1
HG01770,0.7996024143356294,-0.31929299999999994,1
HG01771,0.48375405939076377,1.457577,1
