population.superpopulation,power,her,num_causals,pheno_num,train,val,test
AMR,-1,0.1,50,1,0.21848217365259304,-0.03554823359782966,-0.033474067937373064
AMR,-1,0.1,50,2,0.19432820070108325,-0.015392739938154376,-0.049512501727260405
AMR,-1,0.1,50,3,0.27475399091890873,-0.1422244311671843,-0.017610925009741596
AMR,-1,0.1,50,4,0.16808668041642116,-0.11201012940267607,-0.039671303214558584
AMR,-1,0.1,50,5,0.39230314806953615,0.024440053660836125,-0.05913638875740301
AMR,-1,0.1,50,6,0.2009452491522392,-0.06166987465608886,-0.09176324808411773
AMR,-1,0.1,50,7,0.28051731659231627,-0.045235191437534183,-2.3024076432642815e-4
AMR,-1,0.1,50,8,0.1854109809193294,-0.05367834223690271,-0.008864302048664952
AMR,-1,0.1,50,9,0.19730657593537215,-0.11771263638850704,0.0493909925687136
AMR,-1,0.1,50,10,0.3047973858589871,-0.035731293658101126,0.015144327549079017
AMR,-1,0.1,50,11,0.15771508420922242,-0.05022693312635784,0.001291092621832135
AMR,-1,0.1,50,12,0.2480261483916768,-0.015868803775430873,-0.32378763453701453
AMR,-1,0.1,50,13,0.1358756436571531,-0.06780792796001589,-0.018210825447413592
AMR,-1,0.1,50,14,0.18513170161354509,-0.0676862923214745,-0.022124213914299196
AMR,-1,0.1,50,15,0.41611726979006824,-0.008679716631644796,-0.11676665786175766
AMR,-1,0.1,50,16,0.11867034726441761,-0.002335775561681075,0.012791068431732722
AMR,-1,0.1,50,17,0.13272531619881178,-0.04342252663389501,-0.05706206666447988
AMR,-1,0.1,50,18,0.17962997459636199,-0.22626034288477026,-0.09310155572977696
AMR,-1,0.1,50,19,0.18583558945048984,-0.023850221550470563,-0.036343718357931154
AMR,-1,0.1,50,20,0.7302877320196759,0.08465339359563795,-0.09066449971796375
